Customer_ID,CRM_Channel,DT_TO_EKYC,DT_TO_CREATE_ACC,DT_TO_FT,TRANS_CNT,First_Transaction_Range,Nationality,AGE_GROUP_range,SCORE_Liveness,SCORE_Matching,SCORE_Sanity,SCORE_Tampering,LABEL
103268,Ecosystem,19,6,-2,1,4 - HIGH,VIETNAMESE,22-25,0.86,0.97,0.91,0.96,NORMAL
103308,Ecosystem,50,48,15,1,4 - HIGH,VIETNAMESE,-21,0.94,1,0.99,0.9,NORMAL
103391,Partnership,254,6,11,1,4 - HIGH,VIETNAMESE,-21,0.95,0.88,0.97,0.96,NORMAL
103400,Digital Direct Sale,62,19,35,1,4 - HIGH,VIETNAMESE,-21,0.88,0.99,0.88,0.93,NORMAL
103430,RB,80,14,-9,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.94,0.91,0.86,0.92,FRAUD
103482,Ecosystem,207,6,-4,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.93,0.95,0.88,0.96,FRAUD
103485,RB,6,2,6,2,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.91,0.92,0.86,0.88,NORMAL
103702,Digital Direct Sale,2,0,28,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.98,1,0.98,0.99,NORMAL
103706,Partnership,26,73,33,1,4 - HIGH,VIETNAMESE,22-25,0.89,0.98,0.97,0.96,NORMAL
103855,Digital Direct Sale,35,17,50,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.98,0.86,0.98,0.99,NORMAL
103947,Partnership,46,35,62,1,4 - HIGH,VIETNAMESE,-21,0.97,0.93,0.88,0.95,NORMAL
104064,RB,186,12,32,1,4 - HIGH,VIETNAMESE,22-25,0.9,0.95,0.94,0.97,NORMAL
104229,Partnership,4,8,0,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.91,0.92,0.88,NORMAL
104236,Telesale,4,2,0,1,4 - HIGH,VIETNAMESE,30-33,0.91,0.98,1,0.91,NORMAL
104293,Partnership,49,11,7,1,4 - HIGH,VIETNAMESE,26-29,0.98,0.92,0.99,0.86,NORMAL
104298,Digital Direct Sale,12,1,9,1,4 - HIGH,VIETNAMESE,26-29,0.87,0.88,0.94,0.95,NORMAL
104318,Digital Direct Sale,17,68,0,1,4 - HIGH,VIETNAMESE,22-25,0.88,0.86,0.93,0.89,NORMAL
104358,RB,9,74,30,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.99,0.87,0.98,0.98,NORMAL
104378,Telesale,100,25,13,1,4 - HIGH,VIETNAMESE,22-25,0.86,0.95,0.86,0.98,NORMAL
104440,Telesale,49,16,32,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.95,0.99,0.86,0.86,NORMAL
104494,RB,3,4,0,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.88,0.96,0.95,0.87,FRAUD
104796,Ecosystem,10,1,11,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.97,1,0.89,0.9,NORMAL
155769,Digital Direct Sale,56,1,27,1,4 - HIGH,VIETNAMESE,34+,0.92,0.85,0.99,0.88,NORMAL
151827,Partnership,3,7,56,1,4 - HIGH,VIETNAMESE,30-33,0.96,0.97,0.96,0.94,FRAUD
151845,Digital Direct Sale,13,19,2,1,4 - HIGH,VIETNAMESE,26-29,0.96,0.95,1,0.97,NORMAL
152103,Ecosystem,48,29,20,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.85,0.94,0.94,NORMAL
152139,Ecosystem,72,78,22,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.92,0.87,0.99,NORMAL
152250,Digital Direct Sale,36,14,10,1,4 - HIGH,VIETNAMESE,-21,0.86,1,0.98,0.95,FRAUD
152407,RB,97,7,0,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.92,0.86,0.9,FRAUD
152579,Partnership,9,7,56,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.99,0.88,0.91,0.88,FRAUD
152694,Digital Direct Sale,1,1,0,1,4 - HIGH,VIETNAMESE,30-33,0.9,0.86,0.91,0.95,NORMAL
152833,Ecosystem,4,3,0,1,4 - HIGH,VIETNAMESE,30-33,0.98,0.86,0.87,0.96,NORMAL
152897,Ecosystem,0,0,0,1,4 - HIGH,VIETNAMESE,22-25,1,0.92,0.93,0.93,NORMAL
153024,Partnership,7,0,0,1,4 - HIGH,VIETNAMESE,22-25,0.87,0.86,0.91,0.98,NORMAL
153185,Partnership,116,10,10,1,4 - HIGH,VIETNAMESE,22-25,0.89,0.99,0.95,0.97,FRAUD
153188,RB,59,68,2,1,4 - HIGH,VIETNAMESE,30-33,0.86,0.97,0.88,0.94,NORMAL
153277,RB,2,1,7,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.87,1,0.98,FRAUD
153333,Partnership,6,2,5,1,4 - HIGH,VIETNAMESE,22-25,0.85,0.9,0.93,0.88,FRAUD
153534,Ecosystem,11,96,-5,1,4 - HIGH,VIETNAMESE,22-25,0.87,0.96,0.98,0.95,FRAUD
153739,Digital Direct Sale,14,27,19,3,4 - HIGH,VIETNAMESE,26-29,0.9,0.98,0.9,0.89,NORMAL
153793,Ecosystem,53,61,-44,2,4 - HIGH,VIETNAMESE,26-29,0.86,1,0.97,0.96,NORMAL
153902,Digital Direct Sale,11,1,0,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.91,0.88,0.99,0.96,NORMAL
153903,Ecosystem,1,0,0,2,4 - HIGH,VIETNAMESE,30-33,0.99,0.87,0.98,0.93,NORMAL
153929,Partnership,3,2,22,1,4 - HIGH,VIETNAMESE,-21,1,0.88,0.92,0.99,NORMAL
154023,Ecosystem,73,6,84,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.89,0.86,0.86,0.9,NORMAL
154037,RB,2,15,41,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.88,0.85,0.96,0.96,NORMAL
154089,Digital Direct Sale,1,2,0,1,4 - HIGH,VIETNAMESE,30-33,0.96,0.87,0.98,0.92,NORMAL
154193,Telesale,68,29,65,1,4 - HIGH,VIETNAMESE,34+,0.94,0.95,0.97,0.91,NORMAL
154234,Telesale,11,0,0,2,4 - HIGH,VIETNAMESE,26-29,0.99,0.94,0.98,0.91,NORMAL
154236,Digital Direct Sale,1,18,27,1,4 - HIGH,VIETNAMESE,22-25,0.89,0.98,0.93,0.98,NORMAL
154317,Ecosystem,87,62,30,2,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.98,1,0.87,0.92,NORMAL
154323,RB,18,2,21,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.99,0.94,0.87,NORMAL
154545,Digital Direct Sale,56,1,34,2,4 - HIGH,VIETNAMESE,-21,0.9,0.94,0.95,0.95,NORMAL
154601,RB,76,17,54,2,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.88,0.98,0.99,0.98,NORMAL
154605,Digital Direct Sale,33,7,24,1,4 - HIGH,VIETNAMESE,-21,0.91,0.95,0.92,0.95,NORMAL
154609,Telesale,9,30,21,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.87,0.94,0.88,NORMAL
154631,Ecosystem,124,2,2,1,4 - HIGH,VIETNAMESE,-21,0.88,0.87,0.93,0.97,NORMAL
154662,Digital Direct Sale,70,91,1,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.95,1,0.89,NORMAL
154699,RB,1,193,32,2,4 - HIGH,VIETNAMESE,30-33,0.9,0.9,0.99,0.88,FRAUD
154764,Telesale,50,7,5,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.93,0.92,0.92,NORMAL
154786,Digital Direct Sale,176,1,19,1,2 - MEDIUM LOW,VIETNAMESE,30-33,0.88,0.94,0.9,0.98,NORMAL
154936,Ecosystem,4,10,4,1,4 - HIGH,VIETNAMESE,22-25,0.9,0.94,0.91,0.93,NORMAL
154938,Ecosystem,2,21,1,1,4 - HIGH,VIETNAMESE,-21,0.9,0.99,0.87,0.89,NORMAL
154945,RB,4,0,18,1,4 - HIGH,VIETNAMESE,26-29,0.99,0.9,0.97,0.86,NORMAL
154982,Ecosystem,71,51,73,1,4 - HIGH,VIETNAMESE,-21,0.9,0.96,0.88,0.9,NORMAL
154996,Partnership,33,6,37,1,4 - HIGH,VIETNAMESE,26-29,0.96,0.99,0.97,0.98,NORMAL
155002,Digital Direct Sale,193,59,85,1,4 - HIGH,VIETNAMESE,30-33,0.98,0.87,0.89,0.87,FRAUD
155009,Ecosystem,84,29,3,1,4 - HIGH,VIETNAMESE,-21,1,0.89,0.96,0.92,NORMAL
155020,Digital Direct Sale,109,24,1,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.94,0.86,0.95,NORMAL
155133,Digital Direct Sale,51,33,-27,1,4 - HIGH,VIETNAMESE,-21,0.88,0.95,0.87,0.85,FRAUD
155155,Telesale,144,16,-14,2,4 - HIGH,VIETNAMESE,26-29,0.95,0.95,0.88,0.95,NORMAL
155195,RB,27,1,22,1,4 - HIGH,VIETNAMESE,26-29,0.86,0.99,0.9,1,NORMAL
155249,Digital Direct Sale,41,2,0,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.88,0.95,0.94,0.91,NORMAL
155346,RB,1,1,0,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.9,0.87,0.99,NORMAL
155443,Ecosystem,73,23,3,1,4 - HIGH,VIETNAMESE,30-33,0.96,0.89,0.98,0.85,NORMAL
155444,Telesale,129,22,16,1,4 - HIGH,VIETNAMESE,26-29,0.99,1,0.93,0.9,NORMAL
155576,Partnership,69,59,4,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.93,0.96,0.92,0.91,NORMAL
155683,RB,55,77,1,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.91,0.9,0.99,0.91,NORMAL
155910,Ecosystem,100,48,0,2,4 - HIGH,VIETNAMESE,30-33,0.89,0.99,0.86,0.91,NORMAL
155935,Telesale,14,3,13,2,4 - HIGH,VIETNAMESE,30-33,0.89,0.89,0.96,0.99,NORMAL
156117,RB,90,2,64,1,4 - HIGH,VIETNAMESE,30-33,0.94,0.91,0.88,0.98,NORMAL
156138,RB,8,0,5,1,4 - HIGH,VIETNAMESE,30-33,0.98,0.87,0.93,0.91,NORMAL
156223,Ecosystem,89,27,-16,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.96,0.99,0.96,0.96,FRAUD
156288,RB,5,9,7,2,4 - HIGH,VIETNAMESE,-21,0.92,0.93,0.94,0.93,NORMAL
156346,RB,41,25,19,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.92,0.87,0.91,0.85,NORMAL
156370,RB,194,63,39,1,4 - HIGH,VIETNAMESE,26-29,0.92,0.95,0.96,0.86,NORMAL
156377,Ecosystem,98,1,11,1,4 - HIGH,VIETNAMESE,22-25,0.97,0.94,0.91,0.88,NORMAL
156485,Ecosystem,143,51,7,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.91,0.92,0.94,0.85,NORMAL
156546,Digital Direct Sale,50,72,44,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.89,0.98,0.96,0.85,NORMAL
180007,Ecosystem,121,46,-15,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.87,0.92,0.91,NORMAL
180023,RB,5,84,36,1,4 - HIGH,VIETNAMESE,22-25,0.95,0.85,0.91,1,NORMAL
180087,Ecosystem,79,8,2,2,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.99,0.86,0.88,0.98,NORMAL
180487,Digital Direct Sale,106,51,2,2,4 - HIGH,VIETNAMESE,22-25,0.99,0.97,0.96,0.97,NORMAL
180517,Ecosystem,5,6,8,2,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.99,0.93,0.92,0.86,NORMAL
180568,Partnership,11,14,12,1,4 - HIGH,VIETNAMESE,-21,0.93,0.93,0.87,0.9,FRAUD
180705,RB,85,39,21,3,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.86,0.99,0.92,0.88,NORMAL
180714,Ecosystem,29,2,31,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.9,0.93,0.96,0.89,NORMAL
180876,Telesale,4,35,2,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.91,0.93,0.89,NORMAL
180891,Ecosystem,65,8,4,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.86,1,0.91,0.88,FRAUD
180980,Digital Direct Sale,8,3,24,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.89,0.92,0.87,0.92,NORMAL
181057,Digital Direct Sale,65,8,1,1,4 - HIGH,VIETNAMESE,-21,0.99,0.9,0.88,0.98,NORMAL
181107,RB,60,8,34,1,4 - HIGH,VIETNAMESE,26-29,0.97,0.87,0.97,0.92,NORMAL
181387,Telesale,58,0,15,1,4 - HIGH,VIETNAMESE,22-25,0.95,0.98,0.94,0.98,NORMAL
181448,RB,35,9,59,1,4 - HIGH,VIETNAMESE,26-29,0.99,0.96,0.86,0.86,NORMAL
181494,Telesale,54,23,26,1,4 - HIGH,VIETNAMESE,26-29,0.86,0.91,0.95,0.86,NORMAL
181495,Partnership,125,146,-51,2,4 - HIGH,VIETNAMESE,30-33,0.93,0.9,0.96,0.98,NORMAL
181556,Partnership,66,51,-7,2,4 - HIGH,VIETNAMESE,30-33,0.86,0.89,0.92,0.94,NORMAL
181822,Partnership,31,87,-16,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.98,0.96,0.87,NORMAL
181844,Telesale,0,5,6,1,4 - HIGH,VIETNAMESE,22-25,1,0.95,0.94,0.96,FRAUD
181963,RB,10,13,23,1,4 - HIGH,VIETNAMESE,30-33,0.95,0.86,0.9,0.99,NORMAL
182149,Partnership,13,32,95,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.93,0.88,0.95,NORMAL
182167,Partnership,19,11,20,1,4 - HIGH,VIETNAMESE,22-25,1,0.9,0.95,0.93,NORMAL
182270,RB,34,5,9,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.99,0.91,0.93,NORMAL
182346,Partnership,21,3,10,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.89,0.88,0.86,FRAUD
182364,RB,1,35,49,1,4 - HIGH,VIETNAMESE,-21,0.88,0.87,0.97,1,NORMAL
182471,Ecosystem,158,0,15,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.95,0.91,0.97,0.85,NORMAL
182728,RB,0,0,9,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.98,0.87,0.85,0.92,NORMAL
182817,RB,90,8,10,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.92,0.98,0.89,NORMAL
182874,Partnership,36,81,25,1,4 - HIGH,VIETNAMESE,26-29,0.97,0.86,0.86,0.91,NORMAL
182910,Partnership,0,0,22,1,4 - HIGH,VIETNAMESE,26-29,0.96,0.92,0.95,0.88,NORMAL
182914,Partnership,0,2,22,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.89,0.88,0.93,0.9,NORMAL
182948,RB,41,1,17,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.93,1,0.96,0.92,NORMAL
183092,Ecosystem,4,5,5,1,2 - MEDIUM LOW,VIETNAMESE,26-29,0.98,0.9,0.87,0.9,NORMAL
183340,RB,26,2,1,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.99,0.91,0.99,NORMAL
183517,Telesale,148,100,-96,1,2 - MEDIUM LOW,VIETNAMESE,30-33,1,0.96,0.87,0.92,NORMAL
183535,Telesale,44,24,4,1,4 - HIGH,VIETNAMESE,22-25,0.99,0.98,0.94,0.96,NORMAL
183536,Partnership,54,0,0,1,4 - HIGH,VIETNAMESE,22-25,0.92,0.86,0.89,0.88,NORMAL
183560,RB,71,20,3,2,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.88,0.9,0.91,0.95,NORMAL
183571,RB,27,0,0,1,2 - MEDIUM LOW,VIETNAMESE,22-25,0.96,0.89,1,0.86,NORMAL
183576,Digital Direct Sale,4,3,0,1,4 - HIGH,VIETNAMESE,34+,0.91,0.92,0.99,0.94,NORMAL
183737,RB,2,3,17,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.99,0.98,0.99,0.97,NORMAL
183746,Ecosystem,12,0,14,1,4 - HIGH,VIETNAMESE,22-25,0.94,0.88,0.96,0.98,NORMAL
183845,Partnership,142,24,11,1,4 - HIGH,VIETNAMESE,-21,0.89,0.92,0.89,0.97,NORMAL
183850,RB,12,8,3,1,4 - HIGH,VIETNAMESE,22-25,0.89,0.96,0.97,0.87,NORMAL
183874,Partnership,32,3,25,1,4 - HIGH,VIETNAMESE,30-33,0.93,1,0.98,0.96,NORMAL
183893,Partnership,45,6,4,1,4 - HIGH,VIETNAMESE,22-25,0.92,0.94,0.87,0.96,NORMAL
184018,Partnership,1,4,5,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.94,0.88,0.87,0.94,NORMAL
184024,Partnership,9,0,0,2,4 - HIGH,VIETNAMESE,-21,0.98,0.93,0.9,0.88,NORMAL
184341,Digital Direct Sale,59,0,12,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.98,0.91,0.87,0.86,NORMAL
184344,RB,48,0,0,1,4 - HIGH,VIETNAMESE,30-33,0.86,0.98,0.95,0.88,NORMAL
184372,Ecosystem,0,0,0,1,4 - HIGH,VIETNAMESE,26-29,0.94,0.92,0.97,0.99,NORMAL
184418,Digital Direct Sale,44,99,74,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.85,0.89,0.87,0.92,NORMAL
184490,Telesale,22,244,-23,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.96,0.98,0.86,NORMAL
184502,Ecosystem,72,12,77,2,4 - HIGH,VIETNAMESE,22-25,0.91,0.96,0.97,0.93,NORMAL
184505,Digital Direct Sale,10,81,4,2,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.99,0.86,0.94,0.99,NORMAL
235824,Digital Direct Sale,58,1,19,1,4 - HIGH,VIETNAMESE,22-25,1,0.97,0.87,0.96,NORMAL
235934,Ecosystem,14,6,35,1,4 - HIGH,VIETNAMESE,-21,0.99,0.95,0.86,0.87,NORMAL
235942,Ecosystem,37,21,24,2,4 - HIGH,VIETNAMESE,26-29,0.94,0.94,0.92,0.98,NORMAL
235970,RB,102,2,14,1,4 - HIGH,VIETNAMESE,26-29,0.96,0.86,0.89,0.89,FRAUD
235984,Partnership,20,6,7,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.87,0.87,0.95,NORMAL
236021,RB,58,47,1,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.96,0.87,0.89,0.87,FRAUD
236202,Digital Direct Sale,84,58,0,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.93,0.97,0.91,0.97,NORMAL
236262,Telesale,64,119,52,1,4 - HIGH,VIETNAMESE,22-25,0.95,0.98,0.9,0.96,NORMAL
236290,Digital Direct Sale,7,87,41,1,4 - HIGH,VIETNAMESE,-21,0.96,0.85,0.91,0.9,NORMAL
236306,Partnership,16,1,1,1,4 - HIGH,VIETNAMESE,-21,0.99,0.96,0.96,0.89,NORMAL
236313,Ecosystem,8,3,4,1,4 - HIGH,VIETNAMESE,-21,0.95,0.99,0.91,0.93,NORMAL
236332,Digital Direct Sale,195,0,2,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.95,0.9,0.99,NORMAL
236382,Ecosystem,3,1,4,2,3 - MEDIUM HIGH,VIETNAMESE,-21,0.91,0.89,0.85,0.92,NORMAL
236410,Digital Direct Sale,15,3,1,2,4 - HIGH,VIETNAMESE,-21,0.89,0.89,0.99,0.98,NORMAL
236476,Ecosystem,5,64,-12,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.86,0.99,0.93,0.96,NORMAL
236499,Partnership,2,2,1,2,4 - HIGH,VIETNAMESE,30-33,0.98,0.94,0.95,1,NORMAL
236607,Partnership,18,5,15,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.88,0.99,0.96,NORMAL
236616,Ecosystem,9,28,30,1,4 - HIGH,VIETNAMESE,22-25,0.9,0.98,0.99,0.91,NORMAL
236642,Ecosystem,74,78,24,1,4 - HIGH,VIETNAMESE,34+,0.98,0.95,0.93,0.99,FRAUD
236802,Digital Direct Sale,2,1,1,1,2 - MEDIUM LOW,VIETNAMESE,26-29,0.91,0.94,1,0.91,NORMAL
236861,Telesale,104,77,-75,1,4 - HIGH,VIETNAMESE,30-33,0.88,0.89,0.94,0.87,NORMAL
236872,Digital Direct Sale,0,0,0,1,4 - HIGH,VIETNAMESE,34+,0.9,0.93,1,0.99,NORMAL
236877,Digital Direct Sale,29,23,2,1,4 - HIGH,VIETNAMESE,-21,0.86,0.85,0.96,0.89,NORMAL
237048,Ecosystem,4,0,0,1,4 - HIGH,VIETNAMESE,22-25,0.9,0.95,0.96,0.91,NORMAL
237111,Partnership,130,10,43,1,4 - HIGH,VIETNAMESE,26-29,0.94,0.99,0.86,0.93,NORMAL
237248,Ecosystem,7,3,28,1,4 - HIGH,VIETNAMESE,-21,0.86,0.85,0.85,0.94,NORMAL
237258,Digital Direct Sale,6,56,1,1,4 - HIGH,VIETNAMESE,22-25,0.86,0.89,0.93,0.88,NORMAL
237296,Digital Direct Sale,28,141,6,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.97,0.94,0.92,NORMAL
237371,Ecosystem,20,19,34,1,4 - HIGH,VIETNAMESE,22-25,0.92,0.9,0.89,0.87,NORMAL
237374,RB,7,0,17,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.98,0.96,0.89,NORMAL
237641,RB,35,10,18,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.99,0.85,0.95,NORMAL
237689,Ecosystem,23,23,16,1,4 - HIGH,VIETNAMESE,22-25,0.97,0.94,0.95,0.94,NORMAL
237721,Digital Direct Sale,31,1,41,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.86,0.91,0.96,0.85,NORMAL
