Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"62658","2019-11-04 15:22:32","37","67763","<tensorflow><nlp><pytorch><bert>","7",""
"62662","2019-11-04 16:24:07","1","152","<markov>","1",""
"62663","2019-11-04 16:41:16","0","48","<machine-learning><python><neural-network><time-series><forecasting>","0",""
"62664","2019-11-04 16:48:02","1","1989","<machine-learning><lightgbm>","1",""
"62676","2019-11-04 21:00:01","0","155","<keras><tensorflow><transfer-learning>","0",""
"62677","2019-11-04 21:01:52","1","717","<neural-network><keras><loss-function>","1",""
"62681","2019-11-05 00:19:59","1","45","<machine-learning><xgboost><feature-engineering>","0",""
"62687","2019-11-05 01:56:08","0","185","<python><clustering><k-means><unsupervised-learning><pyspark>","2",""
"62689","2019-11-05 02:26:49","2","2330","<machine-learning><python><deep-learning><opencv>","1",""
"62690","2019-11-05 02:44:41","0","56","<sequence-to-sequence><attention-mechanism>","1",""
"62691","2019-11-05 04:45:01","1","45","<visualization>","1",""
"62694","2019-11-05 06:11:46","3","1018","<python><ipython><scala><windows>","3",""
"62698","2019-11-05 08:38:48","1","4429","<keras><multilabel-classification><multitask-learning><multi-output>","2",""
"62699","2019-11-05 10:13:51","2","135","<python><neural-network><keras><prediction><autoencoder>","0",""
"62701","2019-11-05 11:28:45","1","615","<regression><normalization><lasso>","1",""
"62706","2019-11-05 12:08:06","0","37","<nlp><multilabel-classification><dimensionality-reduction>","1",""
"62710","2019-11-05 13:12:05","0","193","<k-means>","1",""
"62719","2019-11-05 15:32:38","2","44","<python><dataset><pandas>","1",""
"62725","2019-11-05 17:16:56","1","124","<classification>","2",""
"62728","2019-11-05 17:43:53","1","49","<machine-learning><python><keras><image-classification><convolutional-neural-network>","0",""
"62730","2019-11-05 18:56:41","0","286","<nlp><bert>","0",""
"62733","2019-11-05 20:18:23","0","343","<dataset><anomaly-detection>","1",""
"62734","2019-11-05 21:00:42","0","172","<machine-learning><classification>","1",""
"62737","2019-11-05 21:37:13","1","50","<machine-learning>","1",""
"62742","2019-11-06 00:05:48","4","1289","<machine-learning><python><scikit-learn><regression><feature-selection>","1",""
"62745","2019-11-06 02:04:45","2","578","<gradient-descent>","1",""
"62747","2019-11-06 02:52:34","1","140","<machine-learning><neural-network><cnn><rnn>","1",""
"62749","2019-11-06 05:12:15","1","246","<random-forest><decision-trees><overfitting>","1",""
"62759","2019-11-06 10:06:51","2","4371","<cnn><class-imbalance><smote>","2",""
"62762","2019-11-06 11:03:14","1","942","<deep-learning><reinforcement-learning><dqn><actor-critic><monte-carlo>","1",""
"62765","2019-11-06 11:32:21","0","2030","<machine-learning><python><lightgbm>","2",""
"62771","2019-11-06 14:11:43","-1","39","<machine-learning><neural-network><gaussian-process>","1",""
"62774","2019-11-06 15:45:05","0","34","<machine-learning><cnn><training><cross-validation><error-handling>","0",""
"62776","2019-11-06 16:07:20","2","4863","<python><matplotlib>","1",""
"62780","2019-11-06 17:02:32","1","829","<machine-learning><nlp><word2vec><word-embeddings>","1",""
"62788","2019-11-06 19:23:05","0","249","<nlp><lstm><bert>","1",""
"62794","2019-11-06 21:11:46","1","151","<python><predictive-modeling><feature-engineering><data-science-model><encoding>","2",""
"62799","2019-11-06 22:07:18","2","1659","<machine-learning><python><scikit-learn><dataset><statistics>","2",""
"62805","2019-11-07 02:54:30","0","99","<twitter><web-scraping>","1",""
"62810","2019-11-07 06:34:52","3","4185","<machine-learning><python><deep-learning><tensorflow><computer-vision>","1",""
"62811","2019-11-07 08:51:05","0","196","<python><classification><model-evaluations><metric>","1",""
"62819","2019-11-07 10:31:48","1","51748","<python><pandas><lstm><time>","1",""
"62820","2019-11-07 10:55:00","0","664","<machine-learning><python><training><encoding>","1",""
"62831","2019-11-07 12:54:55","0","984","<pytorch><bert><question-answering><huggingface>","1",""
"62833","2019-11-07 13:09:09","2","153","<machine-learning><neural-network><classification><svm>","1",""
"62836","2019-11-07 13:45:48","0","2492","<machine-learning><categorical-data><encoding><data-leakage>","2",""
"62838","2019-11-07 14:28:26","2","1103","<classification><time-series><class-imbalance><data-augmentation>","0",""
"62840","2019-11-07 16:04:42","5","815","<tensorflow><gpu><hardware>","1",""
"62842","2019-11-07 16:51:49","0","40","<machine-learning><pandas>","1",""
"62849","2019-11-07 21:42:59","0","112","<clustering><similarity>","2",""
"62851","2019-11-07 22:57:37","3","72","<random-forest><prediction>","2",""
"62853","2019-11-08 00:19:49","0","1110","<k-nn><implementation><error-handling>","0",""
"62861","2019-11-08 05:38:20","2","346","<machine-learning><xgboost><accuracy>","2",""
"62862","2019-11-08 06:28:48","14","7576","<python><nlp><preprocessing><bert><transformer>","2",""
"62864","2019-11-08 06:47:08","0","45","<machine-learning><python><keras><computer-vision><data-science-model>","2",""
"62867","2019-11-08 08:27:36","-1","113","<time-series><clustering>","5",""
"62868","2019-11-08 08:33:57","3","5604","<nlp>","1",""
"62879","2019-11-08 13:04:56","1","90","<nlp><data-mining><dataset><data-cleaning>","3",""
"62881","2019-11-08 14:04:08","3","493","<machine-learning><neural-network><activation-function>","2",""
"62883","2019-11-08 14:58:51","3","98","<classification><time-series><bayesian><sequential-pattern-mining>","1",""
"62885","2019-11-08 15:53:57","0","75","<regression>","2",""
"62886","2019-11-08 15:58:01","1","80","<machine-learning><linear-regression><cost-function>","1",""
"62889","2019-11-08 17:17:25","2","91","<machine-learning><neural-network><deep-learning><backpropagation><derivation>","1",""
"62892","2019-11-08 19:45:18","1","2444","<machine-learning><classification><cross-validation><accuracy>","3",""
"62896","2019-11-08 20:56:55","1","105","<deep-learning>","0",""
"62900","2019-11-09 00:05:46","3","113","<scikit-learn><statistics><scipy>","2",""
"62907","2019-11-09 05:52:56","0","48","<deep-learning><tensorflow><nlp>","1",""
"62913","2019-11-09 09:55:20","3","1241","<xgboost><explainable-ai>","3",""
"62914","2019-11-09 10:32:53","1","34","<nlp>","1",""
"62916","2019-11-09 11:37:03","1","320","<python><pandas>","2",""
"62919","2019-11-09 13:45:48","1","18","<machine-learning>","1",""
"62922","2019-11-09 15:56:00","1","73","<neural-network><time-series><finance>","2","0"
"62924","2019-11-09 17:00:44","1","83","<data-mining><text-mining><data-cleaning><preprocessing>","2",""
"62926","2019-11-09 19:44:14","0","37","<pandas><dataframe>","1",""
"62928","2019-11-09 20:36:06","3","1722","<overfitting><regularization><noise>","2",""
"62929","2019-11-09 20:40:54","1","441","<reinforcement-learning>","0",""
"62930","2019-11-09 21:00:16","0","2440","<machine-learning><classification><random-forest>","1",""
"62932","2019-11-09 21:50:14","2","63","<classification><data-mining><statistics><data><data-analysis>","1",""
"62934","2019-11-09 22:28:21","1","805","<pandas><dataframe>","3",""
"62941","2019-11-10 02:06:34","2","497","<classification><loss-function>","2",""
"62945","2019-11-10 08:13:33","1","739","<machine-learning><prediction><graphs>","1",""
"62949","2019-11-10 11:50:39","1","1154","<machine-learning><r>","1",""
"62953","2019-11-10 12:28:30","0","18","<python><pandas><geospatial>","1",""
"62958","2019-11-10 17:12:30","2","11979","<statistics><distribution>","2",""
"62960","2019-11-10 17:43:12","4","173","<sequence><markov-hidden-model>","1",""
"62962","2019-11-10 18:54:14","1","215","<regression><linear-regression>","1",""
"62965","2019-11-10 20:24:31","1","616","<python><visualization>","0",""
"62968","2019-11-10 23:13:11","0","155","<machine-learning><classification><statistics><machine-learning-model>","1",""
"62970","2019-11-11 00:06:16","1","177","<distribution><mcmc>","0",""
"62973","2019-11-11 00:41:28","1","46","<time-series><data-analysis>","0",""
"62977","2019-11-11 04:18:38","3","4908","<python><time-series><pandas><data-cleaning><excel>","2",""
"62982","2019-11-11 07:28:25","1","696","<machine-learning><python><optimization>","2",""
"62989","2019-11-11 09:44:12","1","54","<machine-learning><classification><predictive-modeling><classifier>","1",""
"62990","2019-11-11 10:26:50","1","23","<dataset><preprocessing>","0",""
"62991","2019-11-11 11:01:16","0","208","<regression><statistics>","1",""
"62992","2019-11-11 11:05:52","1","291","<machine-learning><scikit-learn><gaussian-process>","0",""
"63004","2019-11-11 14:11:49","0","217","<machine-learning><statistics><data-science-model><mathematics>","3",""
"63009","2019-11-11 15:21:58","1","4218","<python><pandas><dataframe>","2",""
"63012","2019-11-11 16:07:38","2","2957","<machine-learning><python><deep-learning><keras><multiclass-classification>","1","0"
"63019","2019-11-11 20:02:28","0","54","<deep-learning><classification><computer-vision>","1",""
"63021","2019-11-11 20:27:36","1","368","<deep-learning><lstm><rnn><markov-hidden-model>","2",""
"63023","2019-11-11 22:06:44","0","177","<orange>","1",""
"63024","2019-11-11 22:45:16","0","4160","<scikit-learn><random-forest>","1",""
"63035","2019-11-12 04:28:04","0","148","<deep-learning><lstm><computer-vision><object-detection><convolutional-neural-network>","0",""
"63036","2019-11-12 05:49:57","2","5799","<machine-learning><nlp><encoding><attention-mechanism>","2",""
"63037","2019-11-12 06:32:19","1","9535","<machine-learning><r><feature-reduction>","3",""
"63041","2019-11-12 10:33:05","0","98","<machine-learning><scikit-learn><clustering><anomaly-detection>","1",""
"63045","2019-11-12 13:04:58","1","678","<logistic-regression>","1",""
"63049","2019-11-12 14:09:45","0","368","<neural-network><keras><time-series>","2",""
"63051","2019-11-12 14:53:03","1","204","<time-series><pandas><preprocessing><supervised-learning><numpy>","0",""
"63054","2019-11-12 15:31:54","2","56","<machine-learning>","1","0"
"63055","2019-11-12 16:05:00","0","46","<probability><parameter-estimation><bayesian-nonparametric>","1",""
"63057","2019-11-12 16:46:36","1","598","<machine-learning><python><keras><cnn><vgg16>","2",""
"63059","2019-11-12 18:10:26","2","165","<scikit-learn><matrix-factorisation>","0",""
"63060","2019-11-12 18:38:36","5","787","<machine-learning><python><pandas><supervised-learning>","5",""
"63061","2019-11-12 18:59:40","1","73","<classification><data-mining><k-nn>","1",""
"63063","2019-11-12 20:58:12","3","114","<machine-learning><scikit-learn>","1",""
"63070","2019-11-13 04:54:41","0","9004","<machine-learning>","1",""
"63075","2019-11-13 09:10:54","1","125","<xgboost>","1",""
"63077","2019-11-13 10:16:19","2","77","<machine-learning><image-classification><computer-vision><object-detection>","1",""
"63079","2019-11-13 10:57:18","3","5222","<neural-network><lstm>","4",""
"63083","2019-11-13 12:57:45","1","118","<machine-learning><classification><time-series><lstm>","1",""
"63087","2019-11-13 14:19:16","3","400","<xgboost><categorical-data><predictor-importance>","1",""
"63091","2019-11-13 15:14:04","1","52","<classification><model-evaluations>","1",""
"63095","2019-11-13 15:27:25","-1","77","<machine-learning><neural-network><deep-learning><data-science-model><activation-function>","2",""
"63099","2019-11-13 16:06:41","2","1588","<scikit-learn><logistic-regression><gradient-descent><online-learning>","1",""
"63101","2019-11-13 16:14:23","29","59265","<jupyter>","10",""
"63107","2019-11-13 18:23:44","3","562","<deep-learning><gradient-descent><linear-algebra><books>","1",""
"63108","2019-11-13 18:27:55","0","45","<machine-learning><python><keras><image-preprocessing><opencv>","2",""
"63116","2019-11-13 23:39:57","2","2628","<keras><cnn>","1","0"
"63118","2019-11-14 00:39:36","2","287","<neural-network><deep-learning><cnn><image-classification><computer-vision>","3",""
"63120","2019-11-14 00:53:06","1","684","<tsne>","1",""
"63124","2019-11-14 03:29:42","1","310","<nlp><bert><language-model>","1",""
"63125","2019-11-14 03:31:51","2","129","<feature-selection><random-forest>","0",""
"63126","2019-11-14 04:19:43","2","1193","<machine-learning><outlier>","1",""
"63129","2019-11-14 06:25:07","4","4945","<python><scikit-learn><hyperparameter-tuning>","2",""
"63130","2019-11-14 06:36:41","1","85","<lstm><autoencoder><chatbot>","0",""
"63132","2019-11-14 06:44:06","2","30368","<python><opencv>","3",""
"63133","2019-11-14 06:51:47","1","3299","<python><matplotlib><plotting><databases><sql>","1",""
"63134","2019-11-14 07:37:02","0","171","<pca><normalization><orange>","1",""
"63135","2019-11-14 08:17:33","0","111","<python><r><data>","1",""
"63136","2019-11-14 08:28:13","0","80","<predictive-modeling><statistics><data-cleaning><matlab><outlier>","1",""
"63140","2019-11-14 08:55:22","2","590","<neural-network><categorical-data><embeddings><bert><transformer>","0",""
"63150","2019-11-14 11:14:15","1","44","<deep-learning><keras><tensorflow><reinforcement-learning>","0",""
"63154","2019-11-14 12:40:32","-1","2269","<neural-network><multiclass-classification><pytorch><softmax>","1",""
"63161","2019-11-14 17:10:25","1","9","<neural-network><optimization>","0",""
"63167","2019-11-14 18:49:46","0","245","<distribution><mathematics>","1",""
"63172","2019-11-14 19:53:25","1","36","<machine-learning><k-nn><javascript>","1",""
"63174","2019-11-14 22:16:52","1","1155","<python><scikit-learn><decision-trees>","1",""
"63179","2019-11-15 02:17:48","0","311","<backpropagation>","0",""
"63183","2019-11-15 04:13:56","2","28","<ab-test>","1",""
"63184","2019-11-15 06:08:38","1","109","<deep-learning><keras><epochs>","1",""
"63185","2019-11-15 07:03:21","1","249","<scikit-learn><feature-selection><xgboost>","1",""
"63186","2019-11-15 07:25:59","3","12170","<python><neural-network><deep-learning><optimization><loss-function>","3",""
"63195","2019-11-15 08:53:54","1","3296","<machine-learning><neural-network><deep-learning><recommender-system><software-recommendation>","1",""
"63196","2019-11-15 08:55:46","1","783","<python><neural-network><scikit-learn><encoding>","2",""
"63203","2019-11-15 10:16:53","1","556","<deep-learning><classification><keras>","1",""
"63205","2019-11-15 11:52:25","-1","474","<python><logistic-regression><categorical-data><correlation>","1",""
"63217","2019-11-15 17:06:44","3","5914","<nlp><word-embeddings><similarity><bert>","2",""
"63219","2019-11-15 17:53:52","8","9011","<scikit-learn><hyperparameter-tuning><convolutional-neural-network><gridsearchcv><epochs>","3",""
"63220","2019-11-15 18:37:28","2","21","<machine-learning><deep-learning><cnn><convolution>","0",""
"63223","2019-11-15 19:41:18","3","788","<machine-learning><deep-learning><learning-rate>","1",""
"63226","2019-11-15 21:46:48","1","87","<classification><performance>","1",""
"63227","2019-11-15 22:50:58","1","223","<machine-learning><classification>","2",""
"63228","2019-11-15 23:45:55","0","34","<statistics><markov-process><market-basket-analysis>","1",""
"63231","2019-11-16 04:07:20","1","127","<machine-learning><deep-learning><normalization><batch-normalization>","0",""
"63234","2019-11-16 04:56:32","0","90","<python><nlp>","0",""
"63239","2019-11-16 09:25:19","3","347","<categorical-data>","2",""
"63241","2019-11-16 11:27:53","0","272","<logistic-regression><loss-function>","0",""
"63246","2019-11-16 12:23:52","0","28","<machine-learning><data><data-cleaning><machine-learning-model>","0",""
"63249","2019-11-16 13:20:13","1","92","<clustering><data><visualization><infographics>","2",""
"63251","2019-11-16 13:34:14","1","53","<r><clustering><statistics><k-means>","1",""
"63253","2019-11-16 14:37:17","0","143","<decision-trees>","1",""
"63254","2019-11-16 15:31:43","0","186","<python><nlp><sentiment-analysis>","1",""
"63261","2019-11-16 18:19:05","0","45","<dataset><data-cleaning><preprocessing>","1",""
"63264","2019-11-16 20:02:22","0","445","<data><stata>","1",""
"63270","2019-11-16 22:14:46","2","335","<machine-learning><neural-network><keras><tensorflow><image-classification>","2",""
"63271","2019-11-17 01:15:33","1","1206","<machine-learning><image-classification><transfer-learning><convolutional-neural-network><vgg16>","1",""
"63273","2019-11-17 02:41:56","0","67","<data-mining><algorithms><graphs>","1",""
"63274","2019-11-17 03:39:44","1","23","<nlp><cnn><weka>","0",""
"63279","2019-11-17 05:01:45","0","16","<pandas><linear-regression>","1",""
"63287","2019-11-17 09:47:45","2","414","<classification><tensorflow><multiclass-classification>","3",""
"63292","2019-11-17 11:53:29","0","154","<clustering><categorical-data>","1",""
"63298","2019-11-17 15:47:14","1","223","<regression>","1",""
"63300","2019-11-17 18:19:17","1","40","<machine-learning><python><keras><lstm><rnn>","0",""
"63302","2019-11-17 19:12:25","0","274","<r>","1",""
"63303","2019-11-17 19:17:10","0","82","<scikit-learn><tensorflow><pytorch><apache-spark>","0",""
"63305","2019-11-17 20:04:47","1","729","<deep-learning><keras><tensorflow><loss-function><deepmind>","1",""
"63306","2019-11-17 20:31:06","1","409","<python><clustering><hyperparameter-tuning>","0",""
"63311","2019-11-17 22:17:00","0","420","<recommender-system>","1",""
"63312","2019-11-17 22:23:30","1","143","<neural-network><cnn><gradient-descent><regularization><implementation>","0","0"
"63313","2019-11-18 00:01:40","1","1925","<random-forest><xgboost><regularization><boosting>","1",""
"63321","2019-11-18 07:16:13","0","142","<reinforcement-learning><dqn><ai><actor-critic><monte-carlo>","1",""
"63322","2019-11-18 07:44:57","9","10384","<machine-learning><random-forest><lightgbm>","1",""
"63324","2019-11-18 08:24:15","-1","28","<machine-learning><features>","1","0"
"63325","2019-11-18 08:52:54","5","8680","<similarity><metric><cosine-distance><levenshtein-distance>","5",""
"63333","2019-11-18 10:09:19","2","144","<nlp>","1",""
"63338","2019-11-18 11:33:07","0","498","<machine-learning><python><keras><cnn><preprocessing>","2",""
"63340","2019-11-18 12:14:25","0","285","<python><neural-network><recommender-system>","1",""
"63341","2019-11-18 12:23:50","0","411","<machine-learning><embeddings>","2",""
"63350","2019-11-18 14:24:39","1","92","<scikit-learn><recommender-system><word-embeddings><embeddings>","2",""
"63356","2019-11-18 16:38:00","1","197","<classification><text>","2",""
"63358","2019-11-18 17:05:43","2","24","<ensemble-modeling><mathematics><convergence>","0",""
"63361","2019-11-18 17:47:54","0","108","<keras><lstm><theory>","1",""
"63363","2019-11-18 17:58:00","1","20","<deep-learning><gan>","0",""
"63364","2019-11-18 18:09:25","2","3011","<terminology>","1",""
"63365","2019-11-18 18:20:00","0","518","<keras><loss-function><categorical-data><machine-translation>","1",""
"63366","2019-11-18 18:51:20","1","299","<statistics><preprocessing><naive-bayes-classifier>","1",""
"63370","2019-11-18 19:24:01","1","53","<machine-learning><python><keras><tensorflow>","0",""
"63373","2019-11-18 20:41:35","2","64","<dataset><missing-data><encoding>","1",""
"63377","2019-11-19 03:13:33","0","1915","<machine-learning><python><deep-learning><computer-vision><opencv>","2","0"
"63379","2019-11-19 05:05:50","0","41","<deep-learning><classification><keras><tensorflow>","1",""
"63380","2019-11-19 06:52:03","2","94","<machine-learning>","2",""
"63384","2019-11-19 08:51:09","0","132","<neural-network><dataset><feature-selection><rnn><audio-recognition>","0",""
"63390","2019-11-19 10:21:35","0","120","<machine-learning><neural-network>","0",""
"63391","2019-11-19 10:29:04","1","142","<machine-learning><python><distance>","0",""
"63395","2019-11-19 12:07:42","0","258","<feature-selection><logistic-regression><class-imbalance><smote>","1",""
"63399","2019-11-19 12:52:54","10","16484","<nlp><named-entity-recognition>","2",""
"63403","2019-11-19 13:44:44","1","75","<classification>","1",""
"63405","2019-11-19 14:53:12","0","46","<neural-network><overfitting>","0",""
"63406","2019-11-19 15:39:50","0","88","<machine-learning><statistics><outlier>","1",""
"63408","2019-11-19 16:19:49","0","253","<machine-learning><time-series><forecasting>","3",""
"63409","2019-11-19 16:37:10","2","352","<machine-learning><normalization>","2",""
"63410","2019-11-19 16:40:20","3","208","<pandas><optimization><dataframe><processing>","2",""
"63414","2019-11-19 17:42:52","6","7910","<python><keras><tensorflow><loss-function><implementation>","1",""
"63421","2019-11-19 20:19:34","0","159","<keras><cnn>","1",""
"63425","2019-11-19 21:24:08","1","584","<python><neural-network><bias>","0",""
"63430","2019-11-20 02:02:47","1","20","<classification><feature-engineering><word2vec><doc2vec>","0",""
"63434","2019-11-20 04:40:17","1","1867","<machine-learning><deep-learning><convolution>","2",""
"63437","2019-11-20 04:48:26","0","191","<machine-learning><dataset><data-cleaning><machine-learning-model><multiclass-classification>","2",""
"63438","2019-11-20 05:20:33","1","310","<machine-learning><python><feature-engineering>","2",""
"63445","2019-11-20 08:13:46","0","16","<machine-learning><similarity>","0","0"
"63446","2019-11-20 08:14:43","0","165","<machine-learning><regression><predictive-modeling><xgboost><accuracy>","0","0"
"63449","2019-11-20 08:44:53","0","180","<machine-learning><neural-network><statistics><loss-function><probability>","0",""
"63454","2019-11-20 09:38:39","0","561","<machine-learning><neural-network><multiclass-classification><word-embeddings>","1",""
"63455","2019-11-20 10:05:57","1","2823","<time-series><forecasting>","2",""
"63458","2019-11-20 10:21:49","0","348","<machine-learning><neural-network><deep-learning>","1",""
"63459","2019-11-20 10:59:05","0","368","<word-embeddings><bert><spacy>","2",""
"63460","2019-11-20 11:05:31","1","16383","<tensorflow><gpu><google><colab><nvidia>","1",""
"63461","2019-11-20 11:49:03","0","1120","<deep-learning><cnn><image-recognition>","1",""
"63463","2019-11-20 12:18:21","1","270","<r>","2",""
"63467","2019-11-20 13:30:23","1","1337","<machine-learning><python><classification><scikit-learn><logistic-regression>","2",""
"63473","2019-11-20 15:00:58","1","249","<named-entity-recognition><tfidf>","0",""
"63476","2019-11-20 15:40:31","1","615","<python><neural-network><deep-learning><prediction><pytorch>","2",""
"63482","2019-11-20 17:08:35","9","340","<python><numpy><graphs><embeddings><representation>","2","0"
"63485","2019-11-20 17:51:23","0","991","<data-mining><correlation>","1",""
"63491","2019-11-20 20:22:23","0","51","<machine-learning><dataset><prediction><beginner>","1",""
"63493","2019-11-20 21:12:41","1","1006","<pytorch><image-preprocessing><data-augmentation><scipy>","1",""
"63496","2019-11-20 22:07:03","1","240","<text-mining><k-means><unsupervised-learning><topic-model><dbscan>","2",""
"63499","2019-11-20 22:36:28","2","124","<machine-learning><deep-learning><bayesian>","1",""
"63503","2019-11-20 23:58:25","3","582","<machine-learning><r><random-forest><overfitting>","2",""
"63506","2019-11-21 00:38:44","1","121","<neural-network><backpropagation>","0",""
"63508","2019-11-21 02:33:46","1","85","<machine-learning>","4",""
"63514","2019-11-21 06:10:48","2","4433","<metric><rmse>","2",""
"63516","2019-11-21 06:18:21","0","20","<classification>","2",""
"63522","2019-11-21 08:05:20","2","57","<dataset><bigdata><beginner>","0",""
"63524","2019-11-21 08:42:37","2","133","<machine-learning><deep-learning><time-series><supervised-learning><generative-models>","1",""
"63526","2019-11-21 09:26:37","2","70","<python><jupyter><numerical>","1",""
"63529","2019-11-21 09:39:59","0","62","<python><ensemble-modeling><k-nn><multi-output>","0",""
"63531","2019-11-21 10:34:46","0","161","<neural-network><keras><cross-validation><optimization>","1",""
"63533","2019-11-21 11:02:03","3","4167","<machine-learning><tensorflow><word-embeddings>","1",""
"63538","2019-11-21 13:11:13","1","194","<python><time-series><pandas><numpy><interpolation>","1",""
"63540","2019-11-21 14:02:35","0","44","<machine-learning><python><keras><confusion-matrix><convolutional-neural-network>","1",""
"63541","2019-11-21 14:28:19","2","183","<data-mining><data><bigdata>","1",""
"63544","2019-11-21 14:58:31","4","1625","<regression><linear-regression>","3",""
"63545","2019-11-21 15:15:13","1","75","<machine-learning><optimization><unsupervised-learning><loss-function>","0",""
"63549","2019-11-21 15:28:26","2","18","<machine-learning><nlp><nlg>","0",""
